,BatteryPower,InternalMemory,ClockSpeed,NoOfCores,RAM,TalkTime,DualSim,3G,4G,WiFi,Bluetooth,MobileDepth,MobileWeight,TouchScreen,ScreenHeight,ScreenWidth,FrontCameraPx,RearCameraPX,PriceRange,Total Resolution
1685,1521,62,1.6,1,3555,19,0,1,1,0,1,0.3,143,0,5,2,5,9,3,1105140
1686,1314,5,2.8,4,3411,18,1,1,1,0,1,1.0,87,0,17,16,13,18,3,41984
1687,535,24,1.9,8,524,4,0,0,0,0,0,0.2,190,0,9,3,5,19,0,706450
1688,673,35,1.9,6,3541,4,0,1,1,1,1,0.4,142,0,18,17,13,14,3,1720720
1689,1219,4,1.6,6,1998,4,1,0,0,0,0,0.3,169,0,9,2,5,7,2,2409462
1690,1606,33,0.5,5,3437,2,1,1,1,0,1,0.9,200,0,11,1,0,0,3,120890
1691,1603,17,0.5,2,1637,11,1,1,1,1,1,0.5,114,0,17,3,1,8,1,519010
1692,1958,52,0.5,1,3064,3,0,1,1,0,0,0.4,153,0,7,6,6,14,3,2816352
1693,695,12,0.5,2,2855,7,0,1,1,1,0,0.6,196,1,16,13,18,19,2,3016021
1694,1441,53,0.6,1,1393,4,1,1,1,1,0,0.5,106,1,9,4,0,12,1,242316
1695,1470,33,2.2,7,1633,4,1,1,1,0,0,0.4,138,0,18,4,4,10,2,3558520
1696,1890,48,1.1,4,2392,15,0,1,1,1,0,0.5,127,0,10,4,4,5,3,2634416
1697,1152,26,2.1,2,3284,8,1,1,1,1,1,0.3,82,0,15,2,0,0,3,2181592
1698,1619,20,0.9,6,464,16,0,1,0,1,1,0.9,117,0,7,5,3,9,0,959340
1699,1002,45,1.8,7,1234,18,0,1,0,0,1,0.7,180,1,19,13,1,7,0,954636
1700,742,36,0.5,3,292,6,0,1,1,1,1,0.7,139,1,8,0,0,1,0,1495368
1701,1306,33,2.1,3,2521,16,1,1,1,0,1,0.4,174,0,6,5,2,9,2,1090686
1702,1424,20,2.9,5,2658,19,1,1,0,0,1,0.6,180,0,15,0,0,0,2,217019
1703,942,27,1.4,4,587,13,1,0,0,1,0,0.5,91,1,6,3,8,9,0,1155128
1704,1934,2,2.7,4,2190,9,0,1,1,1,1,0.1,118,0,18,1,8,16,2,272734
1705,1290,35,1.4,4,879,8,1,1,1,0,1,0.3,110,0,16,2,19,20,0,300510
1706,930,54,2.1,1,1743,9,1,0,0,0,0,0.9,80,1,7,1,0,13,2,2766147
1707,1699,21,0.5,4,1181,18,0,1,0,0,1,0.1,156,1,16,0,16,20,1,115395
1708,1849,29,0.5,7,3330,15,0,1,0,1,1,0.5,181,0,14,4,1,12,3,1942308
1709,1922,42,0.5,8,3564,17,0,1,1,0,0,0.6,153,0,12,1,15,16,3,1364450
1710,548,56,1.0,4,562,8,1,1,1,1,0,0.4,146,1,17,14,0,14,0,1088649
1711,916,47,0.5,4,1659,11,0,1,1,0,1,0.2,82,1,11,10,0,1,1,1597771
1712,1783,14,0.5,8,1816,7,0,0,0,1,1,0.6,183,0,12,7,8,11,2,1425060
1713,1083,49,1.4,5,1338,5,1,1,1,1,1,0.8,156,1,16,8,2,9,0,148385
1714,1698,7,2.8,8,2992,17,0,1,1,0,0,0.8,131,1,15,3,10,12,2,13208
1715,1969,7,0.8,8,315,7,1,1,1,0,0,0.2,85,1,16,7,5,20,0,253648
1716,869,2,1.9,7,3249,12,0,0,0,1,0,0.6,197,0,19,0,0,3,2,276627
1717,1337,5,2.7,4,3242,20,1,0,0,0,1,0.7,200,1,10,1,0,1,2,165669
1718,637,28,0.8,4,2725,7,1,0,0,0,1,0.6,194,0,15,10,2,6,2,1392120
1719,833,27,0.6,4,586,19,1,1,1,1,1,0.3,145,0,19,8,0,2,0,837210
1720,1248,9,2.4,3,2454,13,0,1,1,0,0,0.4,89,1,9,8,6,8,2,119706
1721,1174,30,0.9,4,804,16,0,0,0,1,1,1.0,147,1,17,14,7,20,0,925536
1722,1831,44,2.3,7,2460,18,0,1,1,0,1,0.2,148,0,10,5,3,14,2,486381
1723,1002,27,2.6,1,1295,17,1,1,0,1,0,0.1,146,0,18,15,7,10,0,127765
1724,1010,8,2.0,5,2625,12,1,1,1,0,1,0.9,139,1,15,11,2,3,2,523479
1725,1117,21,0.5,2,1999,2,1,1,0,1,1,0.1,177,0,15,9,2,19,1,512325
1726,990,15,2.7,2,2698,6,1,1,0,0,1,0.9,153,0,11,8,3,7,2,2517122
1727,1564,26,1.4,6,3742,13,0,1,1,0,0,0.1,129,1,13,3,5,16,3,130455
1728,1065,21,2.8,5,1193,20,1,1,1,1,0,0.1,158,0,16,13,0,3,1,1308720
1729,1982,24,1.1,7,3511,15,0,1,0,1,0,0.1,129,1,16,14,12,16,3,1430972
1730,1607,20,1.1,2,885,14,1,1,1,0,0,1.0,192,1,11,1,6,8,0,779880
1731,1066,5,3.0,5,1044,11,1,1,1,0,0,0.5,167,0,8,7,6,7,0,79712
1732,681,17,0.5,5,2548,5,1,1,1,1,0,0.9,194,0,6,1,12,19,2,631442
1733,1163,19,2.1,2,2940,15,1,1,1,1,1,0.9,132,0,13,0,0,1,2,595504
1734,1285,11,0.8,5,3966,2,1,1,1,1,0,0.8,199,1,17,15,4,7,3,3395736
1735,753,48,0.5,8,3484,16,0,1,1,0,1,0.1,121,0,11,10,11,20,3,797496
1736,1779,5,2.6,1,1246,20,1,0,0,0,1,0.8,90,1,12,2,2,3,1,2103325
1737,987,52,1.9,3,2757,15,0,1,1,0,1,0.5,83,1,17,12,4,8,2,308384
1738,511,24,0.9,3,2378,4,1,1,1,0,0,0.6,136,0,18,3,15,18,1,463888
1739,1044,12,1.8,6,1794,19,0,1,1,1,0,0.7,104,1,18,7,4,5,1,1553490
1740,1855,32,0.5,8,3933,7,0,1,0,1,0,0.6,187,0,7,0,5,18,3,309987
1741,946,26,1.4,6,1637,6,0,1,0,1,1,0.1,186,0,7,3,9,10,0,243243
1742,657,21,1.9,8,783,11,1,1,0,0,1,0.1,110,1,6,1,2,8,0,1343025
1743,1673,42,1.6,5,3094,20,0,0,0,0,1,0.5,182,0,12,4,2,6,2,145306
1744,731,28,0.5,8,1774,10,1,1,1,0,1,0.5,130,0,12,8,0,0,1,437568
1745,926,59,0.8,7,256,2,0,1,1,1,1,0.8,161,0,18,7,6,14,0,66612
1746,1261,52,0.5,2,1365,16,0,1,1,1,0,0.3,86,0,9,3,3,9,1,864545
1747,618,45,1.1,3,2339,10,0,1,1,0,0,0.2,188,1,19,2,11,20,2,1863550
1748,936,57,2.3,2,2049,5,0,1,1,0,1,0.2,129,1,12,8,5,6,1,616266
1749,1485,28,0.9,5,3241,11,1,1,1,0,1,0.8,158,1,14,11,0,1,3,379533
1750,1339,21,0.5,4,867,3,1,1,1,0,1,0.5,80,1,8,3,10,11,0,1200353
1751,508,50,1.3,5,2175,14,0,0,0,1,1,0.7,82,0,14,4,1,9,1,121890
1752,1938,44,0.5,2,3497,18,1,0,0,0,1,0.5,121,1,18,10,5,9,3,2513565
1753,995,10,1.3,4,609,5,1,1,0,1,0,0.1,104,0,11,3,1,3,0,487362
1754,1086,43,1.7,6,3285,17,1,1,1,0,1,0.2,111,1,11,5,0,1,2,64400
1755,1322,35,2.3,1,3684,6,1,1,1,0,0,0.1,157,0,15,8,1,3,3,313644
1756,1864,57,1.9,6,3586,8,1,0,0,1,0,0.1,181,0,19,9,2,6,3,2293247
1757,1944,26,0.5,4,2322,7,0,1,1,1,1,0.5,92,0,19,8,1,9,2,222856
1758,581,56,0.6,2,354,13,0,1,1,1,0,0.2,180,1,10,4,5,10,0,295495
1759,1020,27,0.7,4,3204,9,1,1,1,1,1,0.7,128,0,18,1,3,4,3,1361958
1760,1936,44,1.3,3,1400,3,0,0,0,1,0,0.1,139,0,17,7,2,3,1,581970
1761,1329,23,1.7,8,2308,9,0,1,1,0,1,0.6,198,1,11,10,5,6,1,259160
1762,808,46,0.5,8,1082,10,1,1,0,1,1,0.5,105,0,15,5,3,15,0,62951
1763,994,40,1.2,2,3104,11,1,0,0,0,0,0.9,164,0,17,7,4,17,2,248344
1764,1811,22,2.0,2,2847,4,0,1,1,1,1,0.2,82,0,9,2,3,8,2,219812
1765,765,44,2.5,8,2256,19,0,0,0,1,1,0.3,88,1,6,1,3,11,2,2524764
1766,993,16,2.3,7,1113,6,1,0,0,1,1,0.4,106,0,14,1,0,13,0,694936
1767,1136,32,1.6,6,3210,8,0,1,0,1,1,0.5,150,1,10,3,15,19,3,989830
1768,719,23,0.5,6,3990,12,1,1,1,1,1,0.4,113,1,14,9,0,9,3,744337
1769,733,63,0.6,7,984,9,1,1,0,1,1,0.3,105,0,17,4,0,10,0,1652050
1770,1946,8,2.7,8,3117,2,1,1,0,0,0,0.3,123,0,6,0,8,19,3,1196303
1771,1230,48,1.6,7,1622,16,0,1,1,1,1,0.7,111,1,18,17,0,2,2,3847480
1772,1577,64,1.0,3,2967,7,1,1,1,1,0,0.1,105,1,7,3,0,7,3,166112
1773,1514,12,1.4,3,1037,15,0,1,1,1,1,0.6,138,0,15,3,3,4,0,164628
1774,579,7,2.5,8,2908,11,0,0,0,1,1,1.0,89,0,12,4,3,10,2,1225736
1775,574,30,3.0,2,1167,19,0,1,1,0,1,0.9,126,0,5,3,1,3,0,125396
1776,1072,19,2.2,8,2715,16,1,0,0,0,1,0.4,114,1,15,9,6,16,2,333260
1777,843,16,1.3,7,1734,14,1,0,0,1,0,0.9,119,0,17,8,1,4,1,434076
1778,1492,11,1.5,3,2259,19,0,0,0,1,1,0.9,85,1,14,12,5,7,3,2940264
1779,1807,16,2.9,3,2921,17,0,0,0,0,1,0.2,125,1,8,5,0,0,3,1727715
1780,909,47,0.7,3,1244,16,1,0,0,0,1,0.1,146,1,14,10,7,9,0,673630
1781,1876,64,1.3,3,3132,2,1,1,1,1,0,1.0,98,1,17,0,9,19,3,726600
1782,1436,23,2.4,5,2488,8,1,1,1,0,1,0.3,106,0,8,4,3,4,2,266679
1783,1251,29,0.5,6,1052,11,1,1,1,0,0,0.7,133,0,11,9,10,16,0,182028
1784,636,28,0.5,2,2927,3,0,1,1,0,0,0.9,152,0,15,6,8,15,2,109816
1785,1354,26,0.7,4,2090,13,1,1,1,0,1,0.5,136,1,5,1,3,6,1,272646
1786,930,34,0.5,4,2131,6,1,1,1,1,1,0.5,190,0,7,2,3,16,2,1812300
1787,1830,47,1.0,1,3362,11,0,1,1,0,1,0.3,117,0,13,10,7,11,3,2241462
1788,1424,23,0.5,4,1053,16,1,1,1,1,0,0.6,80,1,14,11,16,18,1,2326537
1789,583,51,0.9,8,1799,7,1,0,0,0,1,0.9,88,1,16,9,1,2,1,2974452
1790,648,54,0.5,5,3124,13,1,1,1,0,1,0.4,109,0,5,0,9,20,3,2095001
1791,1203,11,0.5,2,1672,19,1,1,1,0,1,0.9,109,1,17,13,0,12,0,17850
1792,1777,15,2.2,4,1552,10,1,1,0,0,0,0.2,100,1,10,8,0,7,1,483322
1793,1299,64,2.8,6,1938,5,1,1,0,1,1,0.5,83,0,19,8,0,6,1,41768
1794,1494,47,1.9,2,3202,14,0,1,1,0,0,0.4,129,0,13,1,2,9,3,243639
1795,527,53,0.7,1,1302,13,1,0,0,0,0,0.9,128,0,13,7,4,11,0,128908
1796,793,64,2.8,4,2296,5,1,1,1,0,1,0.4,179,1,12,0,1,2,1,822908
1797,873,8,0.5,7,575,7,1,1,0,1,1,0.6,152,0,15,8,6,9,0,1773627
1798,722,12,1.1,6,2359,3,0,0,0,0,0,1.0,93,0,13,6,12,20,1,189198
1799,1250,20,1.5,5,3314,6,0,1,1,1,1,0.4,167,1,6,5,14,18,2,11220
1800,1358,60,1.7,3,440,13,0,1,0,0,0,0.6,147,0,14,10,0,1,0,1453515
1801,1035,11,1.9,6,2002,5,1,1,0,0,1,1.0,173,1,17,8,8,10,1,1420179
1802,1289,16,0.8,6,3167,20,1,1,1,0,0,0.9,161,1,14,8,3,17,3,1321902
1803,1445,37,2.2,2,3480,17,1,1,0,1,0,0.4,82,1,17,16,2,6,3,734111
1804,1702,47,2.3,2,595,19,1,1,1,1,1,0.6,107,0,10,0,12,19,1,2109612
1805,534,2,0.5,5,2466,18,1,0,0,1,0,0.2,85,1,5,3,4,16,2,1111420
1806,628,60,1.8,6,1337,14,0,0,0,0,1,0.2,87,1,12,7,5,6,1,1606098
1807,713,53,1.4,1,1462,13,1,1,0,1,0,0.8,98,0,19,18,4,17,0,181671
1808,1207,58,0.5,8,503,5,0,1,0,0,0,0.3,112,1,7,3,0,0,0,276486
1809,683,30,2.1,7,2066,15,0,0,0,0,1,0.1,197,0,9,0,7,8,1,1052145
1810,594,27,2.6,5,708,17,0,0,0,1,1,0.1,196,1,17,5,1,2,0,214896
1811,537,55,2.0,7,2029,12,0,1,1,1,1,0.3,103,1,10,5,1,2,1,1488630
1812,1565,38,0.5,5,308,7,0,1,0,1,1,0.1,121,1,19,17,0,1,0,1065284
1813,1052,6,0.9,4,552,11,0,0,0,1,0,0.8,195,0,6,1,1,16,0,2190249
1814,713,63,1.6,2,2082,12,0,1,1,0,0,0.7,89,0,15,10,4,8,1,181280
1815,1766,16,0.5,5,3314,17,1,0,0,1,1,0.6,141,0,9,7,1,7,3,153375
1816,584,19,1.7,4,3996,17,1,1,1,1,1,0.4,199,1,12,9,1,4,3,1234217
1817,1541,5,1.5,4,1795,4,1,1,1,1,1,0.5,109,1,7,3,6,10,1,887616
1818,837,51,2.4,5,594,20,1,1,0,1,0,0.2,104,0,16,6,1,15,0,1168178
1819,935,58,0.5,5,2473,9,1,1,1,1,1,0.1,155,0,10,4,3,12,2,694593
1820,665,31,0.7,5,690,15,0,1,1,0,1,0.1,185,0,5,2,0,2,0,894784
1821,680,34,2.4,2,3845,4,0,1,1,1,1,0.4,157,1,15,1,13,17,3,972748
1822,877,17,1.5,7,2004,9,1,1,1,1,0,0.1,195,1,11,8,0,0,1,2112040
1823,1493,53,1.5,5,2083,20,1,0,0,1,0,0.5,102,1,19,15,13,16,2,339360
1824,1762,26,0.6,6,2661,4,0,1,1,0,0,0.1,83,1,9,7,3,14,2,369600
1825,842,57,1.8,3,1903,14,1,0,0,0,1,1.0,124,1,8,4,4,10,1,254040
1826,925,56,2.1,1,2466,5,0,1,0,0,1,0.2,196,0,8,0,9,14,2,1918240
1827,1692,2,2.1,1,3779,7,0,1,1,1,0,0.9,106,1,9,3,4,17,3,3615696
1828,1576,5,2.2,3,3904,7,0,1,0,1,1,0.7,139,1,5,1,8,17,3,203562
1829,1065,48,1.7,6,265,12,1,1,1,0,0,0.3,162,0,8,0,4,8,0,2314224
1830,958,60,1.6,1,1417,19,0,1,1,1,1,0.4,200,0,10,4,9,12,0,548230
1831,623,26,0.8,7,1769,16,0,1,1,0,1,0.3,197,0,10,1,6,12,1,599192
1832,897,17,1.4,1,2948,5,1,0,0,1,0,0.4,171,0,12,3,1,2,2,1013044
1833,1110,41,1.5,3,2572,16,0,1,1,1,0,0.1,152,0,16,5,4,16,2,1164000
1834,616,21,2.2,7,3267,19,0,1,1,0,1,0.8,150,0,17,9,3,4,2,178011
1835,1680,37,1.2,4,1459,2,1,1,1,0,1,0.7,168,1,15,3,6,7,1,835849
1836,1715,12,1.3,8,1633,5,0,1,1,1,0,0.3,94,1,15,10,0,6,2,2051424
1837,983,45,0.6,4,2052,6,1,1,1,1,0,0.1,130,0,5,3,0,11,1,1142340
1838,720,14,0.9,4,1086,3,1,1,1,0,1,0.8,165,1,14,7,12,14,0,451644
1839,1660,24,0.6,2,2402,14,0,1,1,1,0,0.8,169,1,12,10,2,3,2,396271
1840,1564,42,1.5,2,3376,7,1,0,0,0,0,0.7,108,1,7,0,1,2,3,3176478
1841,592,52,0.8,7,1507,4,1,0,0,1,0,0.9,103,0,5,0,1,10,0,322040
1842,969,44,1.8,3,641,8,1,1,1,1,0,0.6,158,0,9,1,2,7,0,151803
1843,1356,35,0.5,1,3451,17,1,1,0,1,1,0.8,131,1,5,2,0,19,3,743682
1844,504,14,1.0,7,1607,10,0,1,0,1,1,0.5,189,1,15,0,8,9,0,994649
1845,1546,6,0.5,1,3521,9,1,1,1,0,1,0.2,101,0,15,11,3,4,3,119847
1846,689,7,2.9,2,1241,16,1,1,1,0,0,0.8,147,0,9,0,3,6,0,351614
1847,1685,16,0.6,7,881,17,0,0,0,1,0,0.6,137,1,6,3,14,15,0,171480
1848,1792,62,1.0,7,2563,15,0,1,1,1,1,0.3,170,0,18,14,3,8,3,3110538
1849,1786,61,1.2,3,3033,17,0,0,0,0,0,0.1,123,1,14,11,11,14,3,64010
1850,1944,59,0.6,7,769,3,1,1,1,1,0,0.2,132,0,19,13,9,10,0,684086
1851,1077,49,2.5,4,3454,2,0,1,1,1,1,0.6,131,0,17,11,13,14,3,360386
1852,648,60,1.8,4,819,4,0,1,1,0,1,0.1,195,0,10,3,1,4,0,1686041
1853,1702,2,0.5,6,435,3,1,0,0,1,1,0.6,185,1,12,9,8,19,0,1244271
1854,1571,30,2.9,7,586,4,0,0,0,1,0,0.9,150,1,10,9,1,3,0,769580
1855,856,19,1.1,6,650,10,1,1,1,1,1,0.7,125,0,17,0,14,19,0,2041067
1856,1786,14,2.6,4,3038,14,0,1,0,0,0,1.0,115,0,18,0,6,15,3,561792
1857,914,60,0.7,5,3736,5,0,1,1,0,1,0.9,198,0,14,8,1,4,3,621600
1858,1615,9,2.8,1,2948,3,0,1,0,0,1,0.9,117,1,8,3,3,13,2,367476
1859,649,19,1.4,7,739,2,0,1,1,0,1,0.8,190,1,18,1,4,12,0,533544
1860,1646,25,2.5,2,686,11,0,1,1,0,0,0.6,200,1,8,6,3,5,0,339288
1861,1189,7,1.9,2,841,11,0,0,0,0,1,0.5,164,1,13,10,5,20,0,48585
1862,1043,29,2.7,8,1183,8,0,1,0,0,0,0.2,83,0,5,3,3,17,0,792091
1863,1920,19,0.6,3,3943,4,1,1,1,0,0,0.5,131,1,13,0,3,8,3,771840
1864,1220,54,2.8,7,1037,15,0,1,0,0,1,0.7,109,0,6,4,1,20,0,478367
1865,1748,53,0.5,4,2633,9,1,1,1,0,1,0.5,114,0,16,0,11,20,2,796262
1866,907,44,2.6,3,3911,8,1,0,0,0,1,0.2,160,0,13,6,7,12,3,129024
1867,1193,20,2.3,7,1958,2,0,1,0,0,1,1.0,158,0,7,5,7,13,2,2745568
1868,1766,22,0.5,8,3297,16,1,1,1,0,1,0.8,122,0,7,5,1,4,3,383538
1869,1278,24,1.0,3,3141,11,0,1,1,1,1,0.8,170,1,6,2,7,16,3,2399800
1870,1234,17,1.7,6,3351,19,1,0,0,1,0,0.9,174,0,12,9,8,15,2,151525
1871,1961,55,1.5,7,2355,6,0,1,0,1,1,0.5,100,1,14,7,10,20,3,1625568
1872,1745,3,2.9,3,1308,2,0,1,1,0,0,0.9,105,1,5,0,0,0,1,693954
1873,1442,27,0.6,5,991,7,1,1,0,0,0,0.4,127,0,14,8,1,8,0,170772
1874,1083,39,2.9,8,3248,6,1,1,1,1,1,1.0,173,0,8,6,1,2,2,283466
1875,868,5,0.9,4,1519,2,0,0,0,1,1,0.4,137,0,13,0,5,7,0,52440
1876,864,53,1.6,6,493,10,1,1,1,0,0,0.3,88,1,18,9,0,1,0,376232
1877,1142,2,1.2,6,1747,14,0,0,0,0,1,0.6,114,1,7,0,0,0,1,479087
1878,608,64,0.5,4,2517,7,1,1,0,1,1,0.9,94,1,16,8,0,0,1,5404
1879,983,53,1.8,1,1389,8,0,1,1,1,0,0.9,187,1,17,8,0,4,1,1177176
1880,1720,2,1.6,5,2522,2,0,1,1,1,0,0.8,188,0,10,5,18,20,2,299264
1881,1802,27,1.2,5,1885,7,1,1,0,0,1,0.5,116,1,10,9,8,16,2,436239
1882,591,16,2.1,7,704,4,1,1,1,1,0,0.5,196,1,14,5,18,20,0,1643152
1883,1205,10,2.7,6,953,20,0,0,0,1,1,0.1,163,1,18,11,5,10,0,600270
1884,1369,28,1.7,1,3206,4,1,0,0,0,1,0.6,108,0,16,15,3,18,3,2131519
1885,713,42,0.9,1,928,9,1,0,0,1,0,0.1,94,0,12,10,0,14,0,1176904
1886,1082,2,2.3,4,2177,17,1,0,0,0,0,1.0,101,1,12,2,11,20,1,288152
1887,1719,52,2.1,3,2610,11,1,1,0,1,1,0.1,187,1,10,1,0,1,2,216840
1888,1544,12,2.4,7,489,2,0,1,1,1,0,0.1,186,0,9,4,18,20,0,396680
1889,1090,8,2.3,8,3839,11,0,1,1,1,1,0.6,128,0,17,3,1,8,3,2032390
1890,1991,15,2.8,1,1861,17,0,1,1,1,0,0.1,181,1,8,5,3,13,1,309026
1891,1367,56,2.9,2,299,10,0,0,0,0,0,0.8,176,1,6,2,4,6,0,23112
1892,1179,32,0.5,2,340,16,0,1,1,0,1,0.3,182,0,16,5,7,12,0,123335
1893,721,15,2.7,5,3606,5,1,1,1,1,1,0.2,102,1,10,0,1,18,3,822025
1894,1549,62,1.8,4,799,9,1,1,0,1,1,0.7,91,0,7,3,0,4,0,165330
1895,1349,46,2.1,6,2367,10,1,1,0,1,1,0.9,134,0,11,7,3,12,1,132076
1896,1799,30,1.0,3,445,10,0,1,1,0,0,0.6,123,1,10,8,1,9,0,855162
1897,1075,11,0.5,1,3927,7,1,1,0,0,0,0.2,122,0,8,3,2,16,3,479399
1898,684,63,0.9,5,3756,12,1,1,1,1,1,1.0,157,1,17,5,3,9,3,276342
1899,1837,36,0.5,4,770,15,0,0,0,1,0,0.9,162,0,14,1,9,20,0,685392
1900,1619,21,1.9,1,1641,13,0,1,1,0,1,0.4,138,0,7,2,2,9,1,25852
1901,965,13,1.4,8,2343,15,0,1,0,0,1,0.9,197,0,17,12,1,2,2,822375
1902,730,9,1.5,4,2787,7,0,1,0,1,0,0.7,122,0,10,8,9,15,2,2299167
1903,1361,47,1.4,5,2495,16,0,0,0,1,1,1.0,169,0,8,7,1,2,2,1217542
1904,1494,45,1.6,5,3208,4,0,1,1,0,0,0.8,158,0,11,9,3,4,3,354710
1905,1027,18,0.8,7,1234,14,0,1,0,1,1,1.0,146,0,7,4,7,11,0,180492
1906,1807,38,0.8,8,1069,7,1,1,1,0,0,0.2,97,0,7,6,0,0,1,2416248
1907,709,11,2.4,5,3568,3,1,0,0,1,0,0.1,130,0,16,14,1,11,3,182189
1908,689,45,1.4,5,3585,10,0,1,0,0,0,0.5,103,0,10,1,2,11,3,210688
1909,955,2,0.5,4,1974,18,0,1,0,0,1,0.6,155,1,14,1,2,10,1,536712
1910,1872,35,1.9,3,2419,19,0,0,0,0,1,0.6,111,0,15,5,5,14,3,2904934
1911,1259,13,1.2,2,340,4,1,1,0,1,0,0.5,97,0,17,13,0,0,0,2406690
1912,695,41,1.2,8,2282,17,0,1,1,0,0,0.4,169,1,5,2,1,8,1,955479
1913,1969,63,1.2,4,298,10,1,1,0,0,0,0.2,132,1,10,1,9,11,0,294840
1914,759,39,2.5,2,968,2,0,1,1,0,0,0.3,162,0,6,2,3,8,0,144870
1915,936,18,1.0,3,2391,3,0,1,0,1,0,0.2,153,1,12,6,1,18,2,2242380
1916,1176,62,2.1,2,1534,17,0,1,1,0,1,0.5,168,0,6,2,2,10,1,980670
1917,1802,10,2.7,7,696,3,1,1,1,0,0,0.6,101,1,14,7,0,9,0,149270
1918,772,23,1.0,7,2782,17,1,1,1,0,0,0.6,97,0,7,0,0,11,2,572185
1919,1318,45,2.4,2,755,9,0,1,1,1,1,0.1,136,0,18,3,1,7,0,120963
1920,591,16,0.5,6,3746,5,1,1,1,0,1,0.9,90,1,5,0,1,17,3,1429876
1921,569,41,2.5,1,2651,4,1,0,0,0,1,0.3,124,0,17,7,0,1,1,234740
1922,764,45,1.0,8,1341,12,1,1,1,0,0,0.5,124,0,19,1,9,11,0,28028
1923,1056,37,2.1,3,2651,3,1,1,1,1,1,0.7,101,1,15,5,8,11,2,894806
1924,1982,12,1.6,5,1824,14,0,1,1,1,1,0.2,80,1,13,3,2,20,1,170191
1925,1830,14,0.5,6,1905,19,0,1,0,1,1,0.8,160,1,16,3,5,6,2,1045869
1926,1122,40,0.5,7,1456,20,0,1,1,0,0,0.3,156,1,9,3,0,14,1,785025
1927,1023,63,0.7,7,3155,7,0,1,1,1,1,0.7,153,1,11,10,2,8,3,728495
1928,1283,33,2.4,3,773,2,1,1,1,0,1,1.0,93,1,17,7,8,15,0,499800
1929,1602,35,1.6,7,1829,13,1,1,1,0,0,0.1,99,0,18,17,0,7,2,2385000
1930,732,32,1.3,8,3883,5,0,1,1,1,1,0.4,163,0,12,2,5,7,3,3049596
1931,1854,33,0.9,1,1675,9,1,1,1,1,0,0.4,195,0,14,12,0,0,1,477470
1932,718,30,1.6,3,1601,12,1,1,1,1,1,0.4,93,1,10,9,1,12,1,660014
1933,897,2,2.0,8,1958,7,0,1,1,0,1,0.6,154,1,7,5,3,10,1,0
1934,1405,8,1.7,4,2376,11,0,0,0,0,0,0.3,107,1,19,6,0,7,2,294224
1935,798,21,0.6,2,1647,3,1,1,1,0,0,0.5,110,0,12,2,6,12,1,1289611
1936,1035,40,2.7,5,3548,5,0,0,0,1,1,0.2,157,1,14,4,1,15,3,1447384
1937,1396,37,0.6,4,2694,19,0,0,0,1,1,0.7,134,0,18,3,0,15,2,659120
1938,1749,49,0.5,1,2195,4,1,1,1,1,1,0.8,178,0,5,4,7,8,2,364250
1939,1588,4,2.5,5,2506,11,0,1,1,0,1,0.3,148,0,5,3,12,20,2,120012
1940,1600,16,0.5,4,2073,4,0,1,1,0,0,0.3,94,1,9,5,1,16,2,2248650
1941,1522,21,2.2,6,3767,16,0,0,0,1,0,0.7,162,0,15,9,4,11,3,903968
1942,1279,7,2.5,6,1150,7,0,1,1,0,1,0.5,105,0,7,2,5,6,1,914480
1943,719,6,2.9,6,841,2,0,1,0,0,0,0.7,102,0,9,1,7,8,0,462105
1944,544,7,0.5,5,1675,17,1,1,1,0,1,0.2,129,1,13,4,2,15,0,138470
1945,1007,21,2.9,8,1301,12,1,1,1,0,1,0.8,185,1,8,6,5,12,0,398049
1946,590,32,1.2,6,1817,6,1,0,0,0,1,0.4,141,1,10,0,0,1,0,115543
1947,1788,6,0.5,6,2321,20,0,1,1,0,0,0.2,141,1,7,5,0,16,2,152278
1948,748,25,1.4,7,1974,13,0,0,0,1,0,1.0,110,1,17,5,0,14,1,62392
1949,757,64,0.9,7,3433,10,1,1,0,0,1,0.5,157,1,6,5,4,5,2,93366
1950,1561,27,1.6,3,1205,3,1,1,1,0,1,0.8,174,1,12,7,1,10,1,578588
1951,1327,23,2.8,7,872,4,0,1,0,1,0,0.5,89,1,7,5,10,16,0,758961
1952,797,18,1.5,8,2052,14,1,1,0,1,1,0.6,81,1,9,3,4,20,1,1301808
1953,727,64,2.5,1,3654,16,1,1,1,0,1,0.2,193,1,9,1,0,9,3,472104
1954,686,36,2.7,4,1503,13,1,0,0,0,1,0.1,194,0,10,0,0,1,0,47680
1955,1515,24,2.1,5,3104,20,1,1,1,0,1,0.9,176,0,6,5,4,6,3,931509
1956,555,17,0.5,5,343,3,1,0,0,1,1,0.2,163,1,19,14,2,12,0,965560
1957,1589,5,0.6,5,3430,19,0,1,0,1,0,0.8,112,1,7,5,0,2,3,1084072
1958,1976,45,2.6,4,2470,3,1,0,0,0,1,1.0,136,0,11,1,6,19,3,1260316
1959,1884,24,1.0,6,1396,9,1,1,0,1,0,0.5,149,1,15,8,3,4,1,1377072
1960,1063,27,2.0,6,2668,19,0,0,0,0,0,0.2,86,0,12,5,0,7,2,116982
1961,672,61,0.6,5,1457,20,1,1,0,1,1,0.1,194,0,14,10,13,20,0,815948
1962,635,16,0.5,7,2452,8,0,1,0,0,1,1.0,110,0,19,17,9,17,2,778101
